frame_idx,track_id,x1,y1,x2,y2,confidence,Q_i,D_i,phi_i,theta_i,vq_score
1081,4288,213.05,0.05,266.87,196.22,0.584,0.292,3.516,15.9425,0.0,0.2487
1082,4268,115.83,14.74,158.97,136.3,0.8252,0.8252,6.7967,8.8402,0.0,0.5469
1082,4288,217.72,0.1,270.14,194.08,0.8755,0.4377,3.5951,16.2651,0.0,0.368
1083,4268,117.19,15.1,161.47,136.49,0.8594,0.8594,6.77,8.4514,0.0,0.5698
1083,4288,221.3,0.22,272.78,193.06,0.8506,0.4253,3.6382,16.6181,0.0,0.3548
1084,4268,117.7,14.39,163.27,136.66,0.8452,0.8452,6.7486,8.2163,0.0,0.5606
1084,4288,223.99,0.17,275.06,193.22,0.8467,0.4234,3.6419,17.0161,0.0,0.3527
1085,4268,119.65,13.65,165.81,136.36,0.8628,0.8628,6.7712,7.7831,0.0,0.5726
1085,4288,225.15,0.15,276.0,193.37,0.8545,0.4273,3.641,17.1938,0.0,0.3559
1086,4268,121.23,13.65,167.33,135.6,0.8027,0.8027,6.8443,7.51,0.0,0.5328
1086,4288,227.79,0.14,279.56,198.44,0.7256,0.3628,3.496,18.2169,31.0846,0.2912
1087,4268,125.24,13.36,169.97,133.18,0.6807,0.6807,7.0944,6.9955,157.0811,0.2252
1087,4288,231.17,0.42,281.16,190.67,0.4912,0.2456,3.7511,17.7925,155.0871,0.1188
1088,4268,130.23,13.02,173.56,132.32,0.7231,0.7231,7.179,6.2402,126.2625,0.2396
1088,4288,226.53,0.24,275.43,180.83,0.354,0.177,4.088,16.0289,153.9253,0.0782
1089,4268,132.74,12.46,175.2,132.72,0.7686,0.7686,7.1282,5.8195,0.0,0.5111
1089,4288,225.04,0.08,275.73,182.71,0.384,0.192,4.0128,16.0976,0.0,0.1508
1090,4268,134.67,12.32,175.81,132.37,0.7793,0.7793,7.1647,5.6129,0.0,0.5183
1090,4288,232.81,0.21,289.17,199.12,0.7515,0.3757,3.5041,19.3902,31.6315,0.2997
1091,4268,136.21,12.45,175.87,131.79,0.8076,0.8076,7.2295,5.5184,0.0,0.5372
1091,4288,240.77,0.26,301.61,204.5,0.7627,0.3814,3.393,21.4628,55.5844,0.2719
1092,4268,138.96,12.23,178.01,132.15,0.7456,0.7456,7.1826,5.043,0.0,0.4961
1092,4288,244.21,0.46,308.82,207.41,0.647,0.3235,3.3375,22.5329,0.0,0.2791
1093,4268,141.19,12.66,179.77,132.9,0.6289,0.6289,7.0937,4.6123,33.0452,0.3847
1093,4288,246.08,0.72,313.97,209.58,0.4639,0.2319,3.2963,23.2535,0.0,0.201
1094,4268,143.02,13.01,180.05,129.94,0.8057,0.8057,7.4383,4.7663,166.2759,0.2676
1094,4288,246.87,1.28,318.01,211.36,0.8638,0.4319,3.2616,23.772,0.0,0.3758
1095,4268,144.33,13.29,180.88,130.19,0.8125,0.8125,7.4059,4.5622,0.0,0.5408
1095,4288,246.08,0.66,320.6,213.91,0.8965,0.4482,3.2021,24.144,0.0,0.3932
1095,4297,304.11,15.44,359.3,195.33,0.6177,0.3089,4.0172,29.9152,0.0,0.2327
1096,4268,147.19,13.3,184.66,132.08,0.7725,0.7725,7.1777,3.7911,25.0968,0.4901
1096,4288,245.69,0.51,322.56,214.27,0.8921,0.4461,3.1969,24.2898,0.0,0.3914
1096,4297,307.63,15.88,360.0,197.53,0.291,0.1455,3.958,30.3325,0.0,0.1106
1097,4268,150.05,13.53,187.14,129.82,0.7686,0.7686,7.4424,3.7405,160.3031,0.2557
1097,4288,245.43,0.46,324.66,215.62,0.9102,0.4551,3.1684,24.5491,0.0,0.4008
1097,4297,306.53,16.04,358.8,187.18,0.7642,0.3821,4.3204,29.6828,157.9485,0.1453
1098,4268,152.13,13.9,189.36,128.74,0.79,0.79,7.5749,3.6687,153.0566,0.2628
1098,4288,243.98,0.53,325.34,216.63,0.791,0.3955,3.1426,24.5925,0.0,0.3497
1098,4297,306.67,16.94,360.0,192.12,0.583,0.2915,4.1409,30.0009,23.0342,0.207
1099,4268,152.36,14.23,190.21,129.47,0.7153,0.7153,7.4828,3.4834,0.0,0.4764
1099,4288,244.01,0.55,327.02,217.69,0.8535,0.4268,3.1215,24.8147,0.0,0.3783
1100,4268,153.17,14.48,191.34,129.2,0.6665,0.6665,7.5157,3.4343,0.0,0.4439
1100,4288,243.97,0.56,328.12,217.58,0.8975,0.4487,3.1265,24.8777,0.0,0.3974
1100,4297,307.02,17.39,359.71,192.19,0.4668,0.2334,4.1386,30.0086,0.0,0.172
1101,4268,154.04,15.06,193.3,129.67,0.6494,0.6494,7.4563,3.2213,0.0,0.4326
1101,4288,244.19,0.57,325.91,209.07,0.2274,0.1137,3.333,23.9387,152.4027,0.0599
1102,4268,154.44,15.51,194.03,129.49,0.7725,0.7725,7.4782,3.2106,0.0,0.5146
1102,4288,245.08,0.47,329.88,214.47,0.7964,0.3982,3.2076,24.7845,31.6031,0.3287
1102,4297,310.47,15.44,360.0,190.72,0.3208,0.1604,4.2056,30.2173,0.0,0.1167
1103,4268,154.45,16.04,194.86,130.18,0.8306,0.8306,7.3934,3.0472,0.0,0.5533
1103,4288,248.59,0.26,329.09,202.24,0.5547,0.2773,3.5404,23.9167,154.3504,0.1385
1104,4268,153.5,16.19,194.16,129.88,0.7847,0.7847,7.4304,3.1687,0.0,0.5227
1104,4288,253.69,0.17,338.38,211.34,0.6206,0.3103,3.3281,25.7336,36.08,0.2459
1105,4268,155.01,16.26,195.83,129.22,0.3811,0.3811,7.5112,3.1818,0.0,0.2539
1105,4288,259.09,0.23,346.25,214.95,0.9048,0.4524,3.2712,26.9815,0.0,0.3895
1106,4268,157.0,15.83,197.38,128.88,0.6216,0.6216,7.5532,3.1624,0.0,0.4141
1106,4288,260.72,0.26,349.45,216.51,0.8789,0.4395,3.2456,27.4489,0.0,0.3793
1107,4288,262.57,0.08,351.44,217.25,0.6909,0.3454,3.2378,27.7774,0.0,0.2982
1108,4288,265.47,0.29,354.89,221.65,0.8535,0.4268,3.1513,28.5716,0.0,0.3724
1108,4268,163.86,15.02,203.05,128.17,0.6689,0.6689,7.6441,3.3315,117.3809,0.2226
1109,4288,267.53,0.28,355.05,221.18,0.6621,0.3311,3.1679,28.6851,0.0,0.288
1110,4288,272.1,0.09,358.69,225.65,0.3667,0.1834,3.0894,29.598,0.0,0.161
1110,4268,167.86,14.55,206.1,128.36,0.7051,0.7051,7.6215,3.521,77.8128,0.2842
1111,4288,278.52,0.21,360.0,227.94,0.8237,0.4118,3.0605,30.2923,0.0,0.3623
1111,4268,169.41,13.7,206.85,128.17,0.7285,0.7285,7.6469,3.6582,0.0,0.4852
1112,4288,282.55,9.17,360.0,229.78,0.8359,0.4179,3.0324,30.7014,0.0,0.3688
1112,4268,173.05,12.85,205.85,113.37,0.3167,0.3167,10.1491,6.5693,170.4611,0.1049
1113,4288,287.03,3.76,360.0,225.27,0.6011,0.3005,3.142,30.6481,150.7282,0.1606
1114,4288,288.87,1.82,360.0,224.39,0.8037,0.4018,3.1668,30.7047,0.0,0.3473
1114,4268,174.49,11.71,210.82,125.07,0.8159,0.8159,8.0733,4.6768,12.3588,0.5367
1115,4288,291.14,1.18,360.0,226.16,0.8027,0.4013,3.1338,30.9862,0.0,0.3483
1115,4268,177.73,12.3,210.53,113.46,0.6807,0.6807,10.1366,6.8933,170.4195,0.2253
1116,4288,293.27,3.43,360.0,223.66,0.8477,0.4239,3.1958,30.9439,0.0,0.3644
1116,4268,180.62,12.82,210.86,103.94,0.4844,0.4844,12.754,8.7902,172.3183,0.1596
1117,4288,294.58,2.99,360.0,219.49,0.7964,0.3982,3.2972,30.7364,152.7249,0.2045
1117,4268,177.6,13.3,212.31,120.28,0.5117,0.5117,8.8218,5.7527,10.9133,0.3372
1117,4307,271.86,14.8,313.28,150.3,0.4873,0.4873,6.0034,22.0509,0.0,0.313
1118,4288,294.95,1.41,360.0,218.28,0.877,0.4385,3.3277,30.6781,0.0,0.3697
1118,4268,177.52,13.69,213.62,126.22,0.7104,0.7104,7.9163,4.8532,12.2034,0.4674
1118,4307,269.9,15.31,310.72,148.06,0.5361,0.5361,6.1593,21.6321,157.0654,0.1661
1119,4288,295.22,0.82,360.0,217.84,0.8701,0.435,3.3393,30.6664,0.0,0.3661
1119,4268,179.36,13.74,215.76,127.6,0.5581,0.5581,7.7338,4.9337,21.5177,0.3584
1119,4307,264.22,15.6,311.9,169.34,0.7515,0.7515,4.7944,21.7399,19.5239,0.4894
1120,4288,295.83,0.88,360.0,217.86,0.8604,0.4302,3.3406,30.7093,0.0,0.3619
1120,4268,179.13,14.06,214.9,128.54,0.7822,0.7822,7.6108,4.7216,14.349,0.5124
1120,4307,262.46,15.98,311.87,173.44,0.8306,0.8306,4.5903,21.7654,20.4082,0.562
1121,4288,296.09,0.63,360.0,218.06,0.8979,0.449,3.3364,30.7406,0.0,0.3779
1121,4268,179.57,14.19,215.05,129.31,0.7349,0.7349,7.5141,4.663,0.0,0.4891
1121,4307,261.55,16.79,311.55,174.78,0.8413,0.8413,4.5249,21.7249,0.0,0.5942
1122,4288,296.3,0.17,360.0,217.77,0.9062,0.4531,3.3442,30.7352,0.0,0.3809
1122,4268,180.9,14.35,216.43,129.15,0.7612,0.7612,7.5366,4.8978,0.0,0.5065
1122,4307,260.63,17.55,311.02,174.7,0.8794,0.8794,4.5241,21.5971,0.0,0.6215
1123,4288,296.54,0.28,360.0,217.39,0.8843,0.4421,3.3543,30.7259,0.0,0.3711
1123,4268,184.49,14.97,221.16,128.99,0.75,0.75,7.5655,5.6053,104.2078,0.2488
1123,4307,259.65,18.58,309.85,172.3,0.7544,0.7544,4.6288,21.297,157.2201,0.2716
1124,4288,296.92,2.1,360.0,217.34,0.8789,0.4395,3.3567,30.7484,0.0,0.3687
1124,4268,187.0,15.49,224.53,128.38,0.5508,0.5508,7.6505,6.1781,135.224,0.1825
1124,4307,258.67,18.84,309.0,169.64,0.833,0.833,4.7524,21.0192,158.6315,0.2867
1125,4288,297.23,1.85,360.0,217.15,0.8677,0.4339,3.3623,30.7568,0.0,0.3636
1125,4268,189.85,15.78,227.69,128.52,0.7178,0.7178,7.6409,6.6944,0.0,0.4769
1125,4307,255.98,19.01,307.87,170.98,0.7871,0.7871,4.6748,20.7464,0.0,0.5418
1126,4288,299.05,13.3,360.0,217.64,0.8169,0.4084,3.3556,30.9135,0.0,0.3425
1126,4268,186.97,16.11,225.32,128.5,0.8135,0.8135,7.6361,6.2318,0.0,0.5407
1126,4307,255.41,18.39,309.76,173.55,0.8804,0.8804,4.5572,20.9838,21.59,0.5989
1127,4288,301.09,21.85,360.0,217.83,0.8135,0.4068,3.357,31.0647,0.0,0.3408
1127,4268,188.22,16.53,227.33,128.37,0.8271,0.8271,7.6573,6.532,0.0,0.5496
1127,4307,254.11,17.59,307.17,165.97,0.8862,0.8862,4.9215,20.3086,159.8972,0.2863
1128,4288,302.42,23.27,360.0,218.1,0.6094,0.3047,3.3544,31.1727,0.0,0.2553
1128,4268,188.29,16.69,227.1,128.67,0.7334,0.7334,7.6186,6.4881,0.0,0.4874
1128,4307,251.67,16.71,302.9,158.22,0.8413,0.8413,5.3469,19.4546,160.2308,0.2644
1129,4288,304.72,19.85,360.0,217.16,0.7065,0.3533,3.3847,31.2667,0.0,0.2945
1129,4268,186.42,16.75,225.47,128.21,0.7939,0.7939,7.673,6.2273,0.0,0.5277
1129,4307,248.64,15.95,298.98,155.13,0.8506,0.8506,5.5231,18.7468,153.2034,0.2685
1130,4288,308.32,22.17,360.0,217.28,0.625,0.3125,3.3927,31.518,0.0,0.2599
1130,4268,187.42,16.95,227.34,128.57,0.8076,0.8076,7.6305,6.4421,0.0,0.5367
1130,4307,246.85,15.2,296.84,154.12,0.8394,0.8394,5.5781,18.3644,0.0,0.5454
1131,4288,312.06,22.89,360.0,214.51,0.6343,0.3171,3.4749,31.5975,0.0,0.2603
1131,4268,187.66,16.44,228.31,128.69,0.5947,0.5947,7.6169,6.5377,0.0,0.3952
1131,4307,244.43,14.64,293.6,153.48,0.8506,0.8506,5.6036,17.8283,0.0,0.5535
1132,4288,316.61,23.56,360.0,211.6,0.5059,0.253,3.5668,31.7335,0.0,0.2044
1132,4268,194.5,16.27,233.72,127.51,0.6826,0.6826,7.7901,7.7512,134.7866,0.2255
1132,4307,242.02,14.19,290.66,153.17,0.8403,0.8403,5.6081,17.3245,0.0,0.5475
1133,4288,320.19,22.43,360.0,209.4,0.5498,0.2749,3.6392,31.853,0.0,0.2193
1133,4268,193.33,15.88,232.77,127.05,0.6406,0.6406,7.8479,7.6008,0.0,0.4252
1133,4307,238.2,13.93,286.44,153.17,0.8604,0.8604,5.5836,16.5718,0.0,0.5617
1134,4268,193.35,15.55,232.59,125.01,0.5059,0.5059,8.1319,7.7837,168.1626,0.1671
1134,4307,235.86,14.03,283.13,151.97,0.7847,0.7847,5.6505,16.0151,0.0,0.513
1134,4311,203.82,15.69,232.68,124.2,0.3694,0.3694,8.2707,8.7961,0.0,0.2448
1135,4307,232.15,13.52,279.46,152.48,0.8604,0.8604,5.5938,15.3251,0.0,0.5634
1135,4311,204.76,15.08,233.92,124.72,0.7905,0.7905,8.1987,8.9448,0.0,0.5238
1136,4307,229.31,13.42,277.1,154.92,0.8369,0.8369,5.4151,14.891,22.7191,0.5269
1136,4311,206.35,14.39,235.66,124.68,0.7969,0.7969,8.2118,9.2494,0.0,0.5278
1137,4307,226.7,13.51,274.05,154.28,0.8745,0.8745,5.4427,14.3334,0.0,0.5739
1137,4311,207.25,13.77,236.6,124.07,0.7563,0.7563,8.306,9.4684,0.0,0.5008
1138,4307,224.61,14.0,271.76,153.75,0.8545,0.8545,5.467,13.8991,0.0,0.5613
1138,4311,207.94,13.64,236.82,121.98,0.6353,0.6353,8.6318,9.7362,168.697,0.2087
1139,4307,219.53,14.17,267.75,155.06,0.8726,0.8726,5.3589,13.065,42.0735,0.4992
1139,4311,207.95,13.02,237.01,121.87,0.7549,0.7549,8.65,9.7641,0.0,0.4996
1140,4307,214.71,14.23,263.96,154.43,0.8682,0.8682,5.3808,12.2127,0.0,0.5723
1140,4311,208.23,12.68,237.13,120.88,0.603,0.603,8.8134,9.8922,168.9512,0.198
1141,4307,211.05,14.66,261.59,154.85,0.8657,0.8657,5.3406,11.6434,0.0,0.5712
1141,4311,208.11,12.29,236.95,119.68,0.6689,0.6689,9.0175,9.9826,169.1801,0.2196
1142,4307,208.17,14.56,259.81,153.9,0.835,0.835,5.3935,11.1557,0.0,0.5514
1142,4311,209.19,12.36,238.77,121.28,0.3821,0.3821,8.7535,10.0843,15.1287,0.2484
1143,4307,205.77,13.29,258.83,153.07,0.5889,0.5889,5.4422,10.7967,0.0,0.3891
1143,4311,207.22,12.02,241.76,136.29,0.2101,0.2101,6.8052,9.2143,14.0668,0.1371
1144,4307,204.39,12.98,258.95,153.7,0.5273,0.5273,5.3977,10.6958,0.0,0.3485
1144,4315,318.42,23.51,358.38,192.32,0.4358,0.2179,4.1705,30.7513,0.0,0.1592
1145,4307,203.11,12.43,259.03,154.03,0.7871,0.7871,5.3736,10.591,0.0,0.5203
1146,4307,202.6,13.99,258.89,153.88,0.8594,0.8594,5.3823,10.5218,0.0,0.5681
1146,4315,311.26,3.43,355.79,190.47,0.6826,0.3413,4.2023,29.9539,0.0,0.2486
1147,4307,202.03,14.31,258.67,152.9,0.833,0.833,5.4462,10.4089,0.0,0.5508
1147,4315,309.4,0.42,355.13,190.85,0.6782,0.3391,4.1792,29.7845,0.0,0.2482
1148,4307,197.11,14.15,254.48,152.35,0.5137,0.5137,5.4672,9.4942,0.0,0.3401
1148,4315,309.4,0.0,356.02,191.22,0.5264,0.2632,4.1689,29.8673,0.0,0.193
1149,4307,197.08,14.63,254.23,152.52,0.6226,0.6226,5.4551,9.4728,0.0,0.4122
1149,4315,308.12,0.0,355.45,191.76,0.7861,0.3931,4.1428,29.7553,0.0,0.2897
1150,4307,192.83,13.99,250.15,152.41,0.7559,0.7559,5.4489,8.6479,0.0,0.5011
1150,4315,308.45,0.0,356.08,191.11,0.5059,0.253,4.1697,29.7964,0.0,0.1855
1151,4307,188.58,13.38,245.28,152.28,0.7793,0.7793,5.4442,7.7431,0.0,0.5172
1151,4315,308.22,0.0,356.0,190.2,0.6792,0.3396,4.202,29.732,0.0,0.2476
1151,4268,224.24,13.65,264.25,127.78,0.5137,0.5137,7.9055,13.3902,0.0,0.3378
1152,4307,188.48,13.06,243.23,152.14,0.7139,0.7139,5.4508,7.5248,0.0,0.4739
1152,4315,307.86,0.0,355.96,190.06,0.7026,0.3513,4.2057,29.696,0.0,0.256
1152,4268,224.29,13.99,263.05,128.05,0.731,0.731,7.8658,13.2687,0.0,0.4808
1153,4307,185.03,12.82,238.25,152.19,0.7739,0.7739,5.4366,6.6969,0.0,0.5142
1153,4315,307.82,0.0,356.27,189.64,0.7642,0.3821,4.2223,29.6972,0.0,0.2776
1153,4268,222.88,13.83,261.29,128.7,0.8164,0.8164,7.7705,12.9377,26.8089,0.5081
1154,4307,183.95,12.3,235.57,151.94,0.7441,0.7441,5.4493,6.3145,0.0,0.4946
1154,4315,307.37,0.0,356.13,188.94,0.5708,0.2854,4.2464,29.6222,0.0,0.2065
1154,4268,221.61,13.63,260.15,128.48,0.8311,0.8311,7.7917,12.7195,0.0,0.5473
1155,4307,184.34,12.1,234.34,152.31,0.6333,0.6333,5.4231,6.2521,0.0,0.4209
1155,4315,307.5,0.0,356.58,188.31,0.5698,0.2849,4.2724,29.6379,0.0,0.2051
1155,4268,220.85,13.09,259.89,129.08,0.7026,0.7026,7.711,12.5939,0.0,0.4628
1156,4307,183.1,12.13,231.53,151.99,0.6299,0.6299,5.4405,5.838,0.0,0.4188
1156,4315,306.91,0.0,356.68,189.39,0.686,0.343,4.2298,29.6489,0.0,0.2489
1156,4268,221.38,13.68,260.03,129.07,0.8042,0.8042,7.7143,12.6581,0.0,0.5296
1157,4307,178.54,12.05,226.74,152.06,0.7988,0.7988,5.4269,4.9346,0.0,0.5315
1157,4315,306.16,0.0,356.15,188.7,0.6514,0.3257,4.2511,29.5228,0.0,0.2356
1157,4268,222.01,13.26,260.51,129.52,0.6758,0.6758,7.6603,12.7432,0.0,0.445
1158,4307,175.07,11.94,223.15,152.46,0.834,0.834,5.3942,4.2939,0.0,0.5552
1158,4315,306.4,0.0,356.58,188.07,0.8667,0.4334,4.2775,29.5452,0.0,0.3119
1158,4268,223.05,13.06,261.14,129.54,0.6929,0.6929,7.6628,12.9014,0.0,0.4561
1159,4307,173.68,12.08,221.5,152.62,0.8657,0.8657,5.3813,4.0256,0.0,0.5764
1159,4315,306.75,0.0,357.26,188.03,0.7769,0.3885,4.2828,29.6205,0.0,0.2792
1159,4268,226.73,12.8,263.97,129.73,0.7485,0.7485,7.6592,13.5127,0.0,0.4921
1160,4307,170.28,13.93,218.01,152.49,0.8828,0.8828,5.3858,3.3919,0.0,0.588
1160,4315,306.28,0.0,357.41,188.77,0.7739,0.387,4.2535,29.6289,0.0,0.2796
1160,4268,228.45,13.17,264.66,129.75,0.7241,0.7241,7.6645,13.7408,0.0,0.4758
1161,4307,166.1,14.43,214.74,152.44,0.8735,0.8735,5.3857,2.7581,0.0,0.582
1161,4315,304.96,0.0,356.38,189.24,0.7642,0.3821,4.2273,29.4743,0.0,0.2776
1161,4268,229.78,13.13,265.28,129.56,0.6069,0.6069,7.695,13.9336,0.0,0.3986
1162,4307,164.11,14.7,213.77,152.43,0.8794,0.8794,5.3853,2.5277,0.0,0.586
1162,4315,303.91,0.0,355.83,190.91,0.8359,0.4179,4.1599,29.4314,0.0,0.3075
1162,4268,230.38,13.26,265.89,131.06,0.7925,0.7925,7.5128,13.991,14.0333,0.5126
1163,4307,162.98,15.08,213.24,152.24,0.8701,0.8701,5.3976,2.3785,0.0,0.5798
1163,4315,302.12,0.0,354.07,190.99,0.8062,0.4031,4.1444,29.1701,0.0,0.2977
1163,4268,231.82,12.85,267.05,131.16,0.4495,0.4495,7.5093,14.2348,0.0,0.2951
1164,4307,162.74,15.12,213.8,152.17,0.8237,0.8237,5.4024,2.3916,0.0,0.5489
1164,4315,301.23,0.0,352.9,190.27,0.8315,0.4158,4.1634,28.9816,0.0,0.3062
1164,4268,232.44,12.92,267.54,131.05,0.811,0.811,7.5263,14.3442,0.0,0.5322
1165,4307,161.78,15.2,213.57,152.33,0.8989,0.8989,5.3912,2.3303,0.0,0.599
1165,4315,298.22,0.0,350.34,191.48,0.877,0.4385,4.1001,28.6211,0.0,0.3271
1165,4268,234.73,13.56,269.67,130.95,0.8477,0.8477,7.5536,14.7669,0.0,0.5558
1166,4307,161.37,14.97,213.7,152.3,0.8584,0.8584,5.3932,2.3063,0.0,0.572
1166,4315,296.3,0.0,348.36,191.38,0.8877,0.4439,4.0903,28.3217,0.0,0.332
1166,4268,235.81,13.68,270.93,130.9,0.8228,0.8228,7.5678,14.99,0.0,0.5392
1166,4319,0.0,2.47,37.91,160.54,0.7612,0.3806,5.7239,30.1833,0.0,0.2365
1167,4307,160.24,14.31,212.99,152.29,0.8433,0.8433,5.3934,2.1821,0.0,0.562
1167,4315,295.91,0.0,344.37,175.38,0.791,0.3955,4.729,27.2912,159.6276,0.1315
1167,4268,236.27,13.57,272.39,134.13,0.8218,0.8218,7.1976,15.0768,14.1201,0.5302
1167,4319,0.0,0.81,37.6,161.22,0.8086,0.4043,5.682,30.2179,0.0,0.2512
1168,4307,158.59,14.41,211.11,152.66,0.8403,0.8403,5.3677,2.0423,0.0,0.56
1168,4315,294.13,0.0,344.58,183.79,0.7974,0.3987,4.3579,27.5044,21.3328,0.2758
1168,4268,236.31,13.43,273.0,135.79,0.8403,0.8403,7.0194,15.1004,14.0666,0.5421
1168,4319,0.0,0.01,38.1,159.41,0.8838,0.4419,5.7966,30.1516,163.1099,0.1274
1169,4307,157.37,14.01,208.89,151.22,0.8359,0.8359,5.4652,1.6194,154.052,0.2785
1169,4315,290.18,0.0,341.72,187.24,0.7808,0.3904,4.1993,27.1366,25.7093,0.2747
1169,4268,236.53,13.34,273.49,136.36,0.8555,0.8555,6.9618,15.1566,0.0,0.5604
1169,4319,0.62,0.0,39.37,158.28,0.834,0.417,5.8627,29.9905,0.0,0.2594
1170,4307,155.04,13.48,205.4,149.93,0.791,0.791,5.5554,1.2213,142.924,0.2636
1170,4315,289.33,0.0,338.56,177.13,0.6621,0.3311,4.6026,26.3686,158.8285,0.1164
1170,4268,237.26,13.48,274.26,136.56,0.811,0.811,6.9459,15.2958,0.0,0.5311
1170,4319,3.01,0.0,42.39,159.36,0.8901,0.4451,5.7645,29.5885,27.8626,0.2602
1171,4307,153.62,13.07,202.52,148.89,0.8286,0.8286,5.6306,1.082,0.0,0.5524
1171,4315,290.22,0.0,337.05,167.88,0.8203,0.4102,5.0536,25.999,161.1977,0.1229
1171,4268,237.92,13.52,275.02,136.93,0.8525,0.8525,6.9124,15.4243,0.0,0.5581
1171,4319,4.77,0.01,44.1,156.99,0.8433,0.4217,5.9071,29.2854,159.1483,0.1226
1172,4307,149.65,12.74,197.93,150.75,0.8516,0.8516,5.499,1.8873,38.2395,0.5067
1172,4315,287.73,0.0,337.52,178.83,0.8228,0.4114,4.5179,26.2264,20.6372,0.2778
1172,4268,237.41,13.58,274.7,137.05,0.8545,0.8545,6.8973,15.3431,0.0,0.5595
1172,4319,6.53,0.2,47.21,159.19,0.79,0.395,5.7359,28.9358,20.0194,0.2389
1173,4307,146.35,12.36,193.53,151.82,0.8525,0.8525,5.4275,2.621,50.6323,0.4641
1173,4315,286.73,0.0,337.08,183.48,0.8545,0.4273,4.3184,26.3198,21.4894,0.299
1173,4268,237.72,14.04,274.95,137.4,0.834,0.834,6.8635,15.3906,0.0,0.546
1173,4319,7.43,0.37,49.31,160.1,0.7739,0.387,5.6629,28.7147,0.0,0.2421
1174,4307,144.19,12.69,190.14,152.6,0.8228,0.8228,5.3771,3.177,0.0,0.5481
1174,4315,284.97,0.0,335.08,184.38,0.833,0.4165,4.2699,26.0653,0.0,0.3041
1174,4268,238.18,14.35,275.56,138.77,0.8369,0.8369,6.7304,15.4724,15.5586,0.5376
1174,4319,10.23,0.26,53.69,159.67,0.9038,0.4519,5.6574,28.1392,0.0,0.2835
1175,4307,142.62,12.44,188.12,152.99,0.8638,0.8638,5.3529,3.5302,0.0,0.5753
1175,4315,283.87,0.0,333.35,183.98,0.8745,0.4373,4.2763,25.8206,0.0,0.3191
1175,4268,237.61,14.33,275.37,140.05,0.8359,0.8359,6.6049,15.3853,14.728,0.5381
1175,4319,9.81,0.79,54.85,160.84,0.8804,0.4402,5.5797,28.1008,0.0,0.2762
1176,4307,138.12,12.89,182.91,153.04,0.8618,0.8618,5.3559,4.4128,0.0,0.5737
1176,4315,284.01,0.0,331.87,179.74,0.8516,0.4258,4.446,25.5125,158.3779,0.1595
1176,4268,237.59,13.76,275.8,141.25,0.8506,0.8506,6.4946,15.4144,15.0748,0.5471
1176,4319,9.29,0.62,55.98,161.65,0.8794,0.4397,5.5265,28.0673,0.0,0.2759
1177,4307,133.54,12.34,178.61,152.97,0.8628,0.8628,5.3678,5.2449,0.0,0.574
1177,4315,283.86,0.0,330.22,175.4,0.8804,0.4402,4.6318,25.1804,158.9252,0.1544
1177,4268,237.76,13.34,276.12,141.55,0.8647,0.8647,6.4688,15.4593,0.0,0.566
1177,4319,9.29,1.3,57.77,163.64,0.8125,0.4062,5.3984,27.9651,17.9699,0.2484
1178,4307,130.38,13.83,175.46,152.84,0.9014,0.9014,5.3826,5.8434,0.0,0.5994
1178,4315,283.07,0.0,328.08,170.98,0.8745,0.4373,4.8329,24.7707,158.9587,0.1421
1178,4268,238.0,12.69,276.39,141.45,0.8628,0.8628,6.4795,15.5086,0.0,0.5647
1178,4319,8.42,1.94,58.89,166.8,0.8657,0.4329,5.2162,28.0179,18.1334,0.2645
1179,4307,128.89,14.21,174.23,152.41,0.8877,0.8877,5.4144,6.0819,0.0,0.5901
1179,4315,282.17,0.0,326.59,169.0,0.8701,0.435,4.9246,24.5032,0.0,0.2813
1179,4268,238.1,12.08,277.0,142.96,0.8604,0.8604,6.3468,15.5698,15.6546,0.5524
1179,4319,8.06,2.08,60.04,168.16,0.8555,0.4278,5.1384,27.99,0.0,0.2685
1180,4307,125.5,14.43,171.82,152.06,0.8789,0.8789,5.4448,6.6313,0.0,0.584
1180,4315,280.37,0.0,324.49,167.47,0.8726,0.4363,4.9904,24.1257,0.0,0.2787
1180,4268,238.18,11.51,276.98,142.41,0.8618,0.8618,6.3956,15.5773,0.0,0.564
1180,4319,7.94,2.41,61.57,171.42,0.6958,0.3479,4.962,27.9698,18.9382,0.2139
1181,4307,121.65,15.06,169.5,152.31,0.8989,0.8989,5.4354,7.2508,0.0,0.5969
1181,4315,278.74,0.0,323.16,168.46,0.8691,0.4345,4.9277,23.9091,0.0,0.2815
1181,4268,238.21,11.15,276.92,142.08,0.8535,0.8535,6.4249,15.5758,0.0,0.5586
1181,4319,8.14,1.43,62.34,170.6,0.7769,0.3885,5.0,27.8691,0.0,0.244
1182,4307,121.39,15.95,169.94,151.74,0.8979,0.8979,5.4742,7.2068,0.0,0.5962
1182,4315,276.81,0.06,321.95,170.64,0.8394,0.4197,4.8057,23.7227,21.554,0.2691
1182,4268,238.1,10.73,277.0,142.53,0.8384,0.8384,6.3847,15.5711,0.0,0.5487
1182,4319,8.67,0.86,63.58,171.54,0.8735,0.4368,4.9449,27.7569,0.0,0.2776
1183,4307,118.79,16.65,168.9,152.47,0.9062,0.9062,5.4292,7.5989,0.0,0.6015
1183,4315,276.99,0.01,321.06,165.45,0.7925,0.3962,5.0747,23.4852,161.2085,0.1211
