frame_idx,track_id,x1,y1,x2,y2,confidence,Q_i,D_i,phi_i,theta_i,vq_score
156,2016,194.29,0.17,224.96,97.49,0.4648,0.2324,12.5412,7.8636,170.608,0.0767
157,2016,192.93,0.1,222.79,92.68,0.7153,0.3577,13.7587,8.3209,172.451,0.118
159,2016,190.05,0.0,223.95,106.07,0.4534,0.2267,10.8092,6.6513,8.9477,0.1497
160,2016,189.59,0.4,223.84,108.63,0.2561,0.128,10.3793,6.335,9.3426,0.0845
161,2016,189.44,0.13,223.31,107.91,0.2037,0.1018,10.4961,6.3881,169.767,0.0337
162,2016,189.13,0.0,222.7,107.7,0.3804,0.1902,10.53,6.3741,0.0,0.1264
163,2016,188.0,0.0,222.08,111.16,0.7192,0.3596,9.9832,5.9054,9.9261,0.2373
164,2016,186.69,0.0,220.77,112.63,0.7759,0.388,9.7656,5.6265,12.9894,0.2547
165,2016,185.96,0.51,219.63,113.1,0.8042,0.4021,9.6972,5.4934,0.0,0.2675
166,2016,184.49,0.22,219.17,118.28,0.8389,0.4194,9.0115,4.8297,10.8369,0.2766
167,2016,183.5,0.61,217.83,118.86,0.8081,0.4041,8.9391,4.6598,0.0,0.2689
168,2016,182.61,1.04,216.79,120.38,0.7959,0.398,8.7572,4.4051,12.8607,0.2616
169,2016,181.68,1.26,215.58,121.1,0.501,0.2505,8.6728,4.2287,0.0,0.1668
170,2016,180.92,2.35,214.49,122.69,0.7529,0.3765,8.4932,3.9695,12.9627,0.2475
171,2016,180.48,3.19,213.92,123.48,0.8101,0.4051,8.4066,3.8366,0.0,0.2697
172,2016,179.71,3.23,214.01,127.41,0.7925,0.3962,8.0014,3.3904,12.0283,0.261
173,2016,177.86,2.83,212.36,128.67,0.7349,0.3674,7.8778,3.0859,20.0496,0.2374
174,2016,175.36,1.21,210.47,129.79,0.8076,0.4038,7.7707,2.7535,25.3889,0.256
175,2016,174.79,1.58,209.78,130.21,0.8086,0.4043,7.7314,2.6484,0.0,0.2694
176,2016,171.87,0.67,207.7,130.12,0.8076,0.4038,7.7383,2.4356,0.0,0.2691
177,2016,171.13,0.38,207.34,129.9,0.6953,0.3477,7.7584,2.4174,0.0,0.2317
178,2016,169.1,0.17,205.72,129.59,0.8125,0.4062,7.7865,2.324,0.0,0.2707
179,2016,168.76,0.29,205.48,129.19,0.8027,0.4013,7.8239,2.3568,0.0,0.2675
180,2016,168.49,1.03,204.52,126.41,0.8486,0.4243,8.0944,2.6894,167.8494,0.1413
181,2016,167.77,1.41,204.5,128.12,0.8101,0.4051,7.9257,2.4415,12.368,0.2668
182,2016,166.1,1.04,203.36,129.71,0.8262,0.4131,7.7744,2.1591,16.2329,0.2698
183,2016,164.89,1.78,202.1,130.01,0.8721,0.436,7.7463,2.0684,0.0,0.2906
184,2016,161.83,1.09,199.48,130.24,0.8262,0.4131,7.7248,1.9761,0.0,0.2753
185,2016,161.73,2.77,199.72,130.76,0.7627,0.3814,7.6772,1.9022,0.0,0.2542
186,2016,156.23,3.41,194.97,132.1,0.8677,0.4339,7.5575,1.8201,41.9284,0.2521
187,2016,153.94,3.27,192.75,131.14,0.8369,0.4184,7.6439,2.077,0.0,0.2789
188,2016,152.56,4.42,191.42,131.4,0.8218,0.4109,7.621,2.1416,0.0,0.2738
189,2016,148.98,4.76,189.64,135.2,0.7886,0.3943,7.2951,1.9862,15.9867,0.2577
190,2016,147.75,6.37,189.14,136.84,0.8125,0.8125,7.1624,1.95,15.0757,0.5322
191,2016,149.69,7.37,189.83,132.66,0.7598,0.7598,7.5105,2.1916,166.6248,0.2531
192,2016,146.9,7.59,189.23,138.22,0.7363,0.7363,7.0541,1.9023,14.1725,0.4833
193,2016,145.34,7.39,188.5,139.48,0.4629,0.4629,6.9584,1.9852,0.0,0.3085
194,2016,143.23,5.38,187.49,141.04,0.8286,0.8286,6.8434,2.1424,19.5189,0.5363
195,2016,141.65,4.83,185.77,141.14,0.8037,0.4018,6.8372,2.3721,0.0,0.2678
196,2016,140.33,4.91,183.71,139.94,0.7559,0.378,6.9273,2.6433,0.0,0.2518
197,2016,137.43,6.52,180.62,142.86,0.8271,0.8271,6.7176,3.0117,20.1695,0.5341
198,2016,135.37,3.66,178.85,143.34,0.7847,0.3923,6.6857,3.2826,0.0,0.2614
199,2016,133.51,3.9,176.02,142.72,0.7192,0.3596,6.7319,3.6212,0.0,0.2395
200,2016,132.29,4.41,173.58,141.55,0.7754,0.3877,6.8179,3.8938,0.0,0.2582
201,2016,131.14,4.68,172.17,143.73,0.8584,0.4292,6.6647,4.061,16.6377,0.2798
202,2016,129.86,4.82,170.43,144.62,0.79,0.395,6.6053,4.2773,0.0,0.263
203,2016,127.86,4.99,168.22,145.95,0.7725,0.3862,6.5184,4.5851,0.0,0.2571
204,2016,126.31,5.61,166.82,149.47,0.4102,0.4102,6.2935,4.8503,16.4606,0.2674
205,2016,124.41,5.02,165.13,152.24,0.7627,0.7627,6.1276,5.178,18.5386,0.4942
206,2016,123.45,6.52,163.37,153.0,0.811,0.811,6.0849,5.3914,0.0,0.5395
207,2016,121.45,7.57,161.31,154.06,0.8315,0.8315,6.0265,5.7082,0.0,0.553
208,2016,120.61,8.23,160.18,153.96,0.8711,0.8711,6.0338,5.8402,0.0,0.5792
209,2016,118.93,8.75,159.11,156.29,0.8535,0.8535,5.9046,6.1163,18.7495,0.5523
210,2016,117.92,8.85,159.1,160.26,0.8145,0.8145,5.6934,6.3686,16.8133,0.5297
211,2016,115.76,10.43,157.49,161.73,0.7656,0.7656,5.6214,6.6939,0.0,0.5087
212,2016,114.49,10.2,156.87,161.87,0.7285,0.7285,5.616,6.8252,0.0,0.4839
213,2016,110.81,10.28,153.49,162.42,0.7583,0.7583,5.5946,7.3179,0.0,0.5035
214,2016,112.89,10.62,148.65,137.94,0.5391,0.5391,7.1292,7.0818,166.584,0.1783
215,2016,113.85,10.07,143.66,113.68,0.3398,0.3398,9.6804,8.4822,170.0273,0.112
215,2018,191.12,35.87,206.01,80.13,0.3398,0.3398,18.3572,9.4582,0.0,0.225
216,2016,105.8,9.86,145.1,147.58,0.7515,0.7515,6.4531,7.7966,14.8807,0.4903
217,2016,102.49,9.83,143.78,156.27,0.3513,0.3513,5.9365,8.2899,16.6608,0.2281
217,2018,191.33,36.05,206.3,80.53,0.3923,0.3923,18.1646,9.4144,6.3567,0.259
218,2016,100.45,9.53,142.29,160.32,0.8037,0.8037,5.7231,8.6669,18.2239,0.5193
219,2016,98.77,9.85,140.92,164.64,0.563,0.563,5.5104,9.0505,18.3484,0.3635
220,2016,96.52,10.07,138.14,163.43,0.7393,0.7393,5.5752,9.3324,0.0,0.4896
221,2016,98.95,10.56,136.1,146.72,0.75,0.75,6.5293,8.9017,165.3878,0.247
221,2018,192.24,36.02,207.08,79.67,0.2612,0.2612,18.5867,9.5634,172.7113,0.0859
222,2016,94.52,11.08,135.33,160.36,0.8228,0.8228,5.7363,9.54,16.9217,0.5329
223,2016,91.01,11.26,133.13,164.32,0.2791,0.2791,5.5443,10.0701,21.2879,0.1783
223,2018,192.66,36.18,207.75,79.87,0.2822,0.2822,18.4885,9.5593,15.312,0.1835
224,2016,89.36,11.78,131.58,164.45,0.291,0.291,5.542,10.2885,0.0,0.1924
224,2018,191.41,36.24,206.85,81.04,0.2379,0.2379,17.9248,9.3588,7.3195,0.1569
225,2016,89.59,12.8,130.84,163.19,0.686,0.686,5.6046,10.2747,0.0,0.4537
226,2016,88.6,13.55,129.38,162.62,0.7598,0.7598,5.6362,10.4184,0.0,0.5024
227,2016,86.64,14.2,127.58,162.81,0.625,0.625,5.6317,10.6774,0.0,0.4131
228,2016,78.56,15.35,123.14,171.82,0.6289,0.6289,5.229,11.867,22.2827,0.3991
229,2016,74.55,16.41,121.65,176.51,0.6309,0.6309,5.0398,12.4457,21.9565,0.4004
230,2016,76.54,17.27,123.97,176.99,0.75,0.75,5.0146,12.1968,0.0,0.4944
231,2016,81.84,18.36,118.15,134.85,0.2081,0.2081,7.4746,11.403,167.1747,0.068
232,2016,82.3,18.3,114.52,117.34,0.498,0.498,9.3087,12.1331,169.643,0.1623
233,2016,76.87,18.53,121.21,153.14,0.6104,0.6104,6.182,11.5336,15.3843,0.3955
234,2016,75.12,18.22,122.3,158.04,0.3867,0.3867,5.9049,11.674,16.1667,0.25
235,2018,192.33,36.16,208.13,80.48,0.283,0.283,18.1916,9.4791,168.3999,0.093
236,2016,64.63,19.27,114.45,163.55,0.627,0.627,5.6478,13.0507,32.7771,0.3793
237,2016,63.87,18.56,114.39,163.84,0.7583,0.7583,5.6348,13.1136,0.0,0.4989
238,2016,59.94,18.27,111.64,168.36,0.7124,0.7124,5.4297,13.6972,22.078,0.4508
239,2016,55.77,18.68,105.2,160.88,0.2069,0.2069,5.8158,14.1876,161.21,0.0669
240,2016,53.49,18.54,97.01,139.23,0.6387,0.6387,7.2231,14.7154,166.5801,0.2059
241,2016,49.04,18.54,102.44,170.13,0.5728,0.5728,5.3837,15.0674,17.5454,0.3664
242,2016,46.89,18.52,102.5,179.86,0.8003,0.8003,4.9788,15.5691,19.1116,0.5113
243,2016,47.43,19.09,97.79,164.73,0.4026,0.4026,5.6502,15.3197,163.2215,0.1294
244,2016,43.94,19.35,99.88,184.28,0.7485,0.7485,4.8209,16.1147,19.5212,0.4927
245,2016,41.35,19.99,101.09,200.22,0.7886,0.7886,4.2965,17.0503,21.712,0.5695
246,2016,42.03,20.76,98.46,193.2,0.4727,0.4727,4.518,16.7651,159.3423,0.1813
247,2016,41.05,21.31,95.63,190.82,0.6958,0.6958,4.603,16.8704,0.0,0.4907
248,2016,40.25,22.32,93.85,191.27,0.4131,0.4131,4.5923,17.0494,0.0,0.2918
249,2016,39.17,23.14,92.79,194.46,0.8296,0.8296,4.4913,17.3433,22.2603,0.5762
250,2016,37.5,24.53,93.06,204.92,0.8052,0.8052,4.1792,18.0214,22.3306,0.5916
251,2016,42.84,25.76,85.36,157.38,0.5991,0.5991,6.0716,16.2892,164.3408,0.1917
252,2016,38.46,27.2,87.59,180.14,0.7017,0.7017,5.0096,17.0479,18.8694,0.445
253,2016,37.4,28.39,87.86,185.58,0.7231,0.7231,4.806,17.3212,19.6691,0.4758
254,2016,36.15,29.19,83.21,174.27,0.5889,0.5889,5.2629,17.2626,161.8578,0.1875
255,2016,36.91,29.26,76.72,146.87,0.5342,0.5342,6.7553,17.1511,165.8708,0.1701
256,2016,32.4,29.06,79.9,169.89,0.457,0.457,5.4715,17.5837,17.3495,0.2906
257,2016,30.13,28.8,81.07,180.86,0.5498,0.5498,5.01,18.0024,18.8827,0.3477
258,2016,33.45,28.18,77.12,154.49,0.5127,0.5127,6.2786,17.4046,164.8189,0.1631
259,2016,29.2,27.67,80.6,177.42,0.6934,0.6934,5.1502,17.9688,18.3433,0.4392
260,2016,31.61,27.65,76.86,155.12,0.6558,0.6558,6.2465,17.5482,164.7582,0.2084
261,2016,32.09,27.84,75.57,146.82,0.7822,0.7822,6.774,17.5412,165.9057,0.2486
262,2016,31.78,28.12,75.0,142.95,0.8062,0.8062,7.0509,17.595,166.4383,0.2562
263,2016,31.09,28.25,74.69,140.64,0.6958,0.6958,7.2278,17.6654,166.6624,0.221
264,2016,20.93,28.53,84.95,197.55,0.8203,0.8203,4.4391,19.0523,21.016,0.575
265,2016,25.08,28.62,80.05,169.22,0.8027,0.8027,5.5179,18.0233,162.8408,0.2544
266,2016,28.27,29.05,77.8,151.53,0.8052,0.8052,6.47,17.6698,165.2029,0.2557
267,2016,19.19,29.17,87.56,201.99,0.5293,0.5293,4.3033,19.2301,21.6106,0.3798
268,2016,20.5,29.73,88.05,200.98,0.5991,0.5991,4.33,19.0716,0.0,0.442
269,2016,25.93,30.06,83.42,171.68,0.6318,0.6318,5.3967,17.8205,162.4469,0.2005
270,2016,19.02,31.04,94.09,221.27,0.8145,0.8145,3.7872,20.04,24.1947,0.6344
271,2016,17.34,28.96,99.74,243.45,0.7939,0.7939,3.3202,21.4637,27.1138,0.6596
272,2016,22.36,30.89,106.19,251.89,0.8315,0.8315,3.1554,21.6172,31.4442,0.6986
273,2016,27.24,32.16,111.09,253.54,0.7847,0.7847,3.1154,21.3208,0.0,0.7024
274,2016,32.01,33.56,95.13,197.97,0.7002,0.7002,4.3891,17.8185,158.8227,0.2792
275,2016,35.96,34.72,113.9,238.06,0.6978,0.6978,3.379,19.4536,27.1679,0.5771
276,2016,35.74,35.44,106.21,223.65,0.5776,0.5776,3.6904,18.6844,154.8779,0.2832
277,2016,41.46,35.61,119.86,246.16,0.8486,0.8486,3.2153,19.6415,29.1933,0.7153
278,2016,43.39,35.51,124.16,254.17,0.7642,0.7642,3.0715,20.1212,30.0733,0.6561
279,2016,45.56,34.86,127.22,256.94,0.8218,0.8218,3.0212,20.1737,0.0,0.7479
280,2016,46.87,33.91,128.95,257.39,0.3738,0.3738,3.0109,20.0958,0.0,0.3408
281,2016,47.51,33.88,129.72,258.02,0.75,0.75,2.9995,20.1018,0.0,0.6848
282,2016,45.1,33.77,123.79,251.03,0.3149,0.3149,3.1225,19.7665,148.7338,0.1776
283,2016,48.31,32.89,128.02,252.8,0.7129,0.7129,3.085,19.6263,0.0,0.6435
284,2016,47.71,32.64,127.3,253.08,0.6602,0.6602,3.0817,19.7078,0.0,0.5961
285,2016,48.22,32.09,128.75,255.21,0.6523,0.6523,3.0447,19.8357,0.0,0.592
287,2016,52.02,32.27,133.47,255.31,0.4951,0.4951,3.0347,19.5061,0.0,0.4503
288,2016,49.51,32.48,130.92,255.4,0.6084,0.6084,3.0382,19.7156,0.0,0.5529
289,2016,56.22,32.73,139.89,254.2,0.6074,0.6074,3.0427,18.981,0.0,0.5524
290,2016,59.65,32.3,146.93,254.92,0.3857,0.3857,3.0217,18.6639,0.0,0.3521
291,2016,75.86,31.16,163.43,255.34,0.2451,0.2451,2.9897,17.5992,79.2797,0.1588
292,2016,71.08,31.71,162.6,255.84,0.7075,0.7075,2.9857,17.833,0.0,0.6504
293,2016,69.73,32.44,164.86,255.25,0.6001,0.6001,2.9944,17.7371,0.0,0.551
294,2016,68.71,33.23,167.86,255.37,0.5815,0.5815,2.9911,17.6878,0.0,0.5343
294,2029,93.8,31.58,184.52,256.11,0.4292,0.4292,2.9552,16.6386,0.0,0.3972
295,2029,93.88,32.61,184.64,256.63,0.644,0.644,2.9469,16.6984,0.0,0.5966
296,2029,96.88,34.49,186.88,256.14,0.8638,0.8638,2.9523,16.5232,0.0,0.7998
297,-1,190.55,36.28,208.83,78.75,0.3025,0.3025,19.0578,9.6874,0.0,0.2002
298,2029,97.74,35.02,187.33,255.04,0.6816,0.6816,2.9692,16.3579,0.0,0.6298
299,-1,191.11,36.21,208.83,80.37,0.385,0.385,18.2439,9.4828,0.0,0.2549
299,-1,95.2,32.91,174.66,257.06,0.2458,0.2458,2.9443,16.9536,0.0,0.2277
299,-1,124.66,35.02,163.97,80.3,0.2295,0.2295,18.3268,10.3634,0.0,0.1518
301,-1,188.72,36.07,209.53,79.03,0.2737,0.2737,18.9107,9.6274,0.0,0.1812
301,-1,142.59,32.68,173.53,74.04,0.2108,0.2108,21.8941,10.4058,0.0,0.1394
308,-1,142.03,33.47,205.31,224.72,0.2869,0.2869,3.5148,11.4638,0.0,0.2462
314,2016,150.59,28.71,235.44,230.95,0.5293,0.5293,3.3865,12.4186,0.0,0.4626
315,2016,154.81,29.24,236.64,231.59,0.3218,0.3218,3.3746,12.5652,0.0,0.2817
316,2016,159.51,29.77,240.4,229.85,0.5981,0.5981,3.4117,12.4487,0.0,0.5207
317,2016,161.66,30.73,242.2,230.02,0.582,0.582,3.4093,12.5353,0.0,0.5068
318,2016,162.91,33.07,241.71,228.04,0.876,0.876,3.4504,12.2861,0.0,0.7583
319,2016,162.53,31.18,242.4,228.87,0.8628,0.8628,3.4332,12.4014,0.0,0.7487
320,2016,168.3,32.27,248.59,226.77,0.7212,0.7212,3.481,12.3642,0.0,0.6213
321,2016,167.96,35.89,247.31,226.68,0.7471,0.7471,3.4823,12.3169,0.0,0.6435
322,2016,168.7,34.09,248.54,225.45,0.3398,0.3398,3.5093,12.2012,0.0,0.2915
323,2016,171.03,33.22,249.02,220.06,0.4072,0.4072,3.6295,11.5746,154.2717,0.2074
324,2016,175.66,38.75,249.94,216.85,0.3425,0.3425,3.7063,11.3157,0.0,0.2852
325,2016,181.21,34.17,256.76,216.02,0.8315,0.8315,3.732,11.5915,0.0,0.6893
326,2016,187.29,35.07,260.96,214.17,0.6919,0.6919,3.7825,11.7286,0.0,0.5688
327,2016,189.48,11.6,270.67,213.65,0.3452,0.3452,3.8029,12.1259,0.0,0.2827
328,-1,206.16,59.91,258.19,212.06,0.2568,0.2568,3.8454,12.1225,0.0,0.2088
329,2016,202.28,25.5,274.87,210.21,0.6934,0.6934,3.9022,12.4846,134.5504,0.3272
330,2016,203.2,18.73,277.2,210.69,0.4131,0.4131,3.8925,12.6816,0.0,0.333
331,2016,209.05,8.67,283.29,209.04,0.4756,0.4756,3.9457,13.0826,0.0,0.3798
332,2016,209.41,19.17,279.56,209.11,0.3604,0.3604,3.9408,12.9267,0.0,0.2881
333,2016,217.0,18.75,284.86,208.88,0.2095,0.2095,3.9589,13.5371,0.0,0.1668
334,2016,213.55,23.09,280.69,210.14,0.4187,0.4187,3.9189,13.2797,0.0,0.3358
336,-1,206.72,26.72,288.56,213.75,0.251,0.251,3.8286,13.6772,0.0,0.2042
337,2016,218.23,25.03,287.67,211.9,0.4148,0.4148,3.8851,14.0153,0.0,0.3341
338,2016,225.7,26.97,294.67,213.21,0.3389,0.3389,3.8672,14.8582,0.0,0.2733
339,2016,227.11,27.17,294.83,212.44,0.7925,0.7925,3.8883,14.8712,0.0,0.637
339,2039,255.9,27.37,288.04,64.21,0.3337,0.3337,32.3527,16.9595,0.0,0.2176
340,2016,228.33,27.34,295.67,212.91,0.8169,0.8169,3.8787,15.0173,0.0,0.6574
340,2040,223.44,0.49,256.14,87.81,0.7056,0.3528,15.3862,11.6129,0.0,0.2328
341,2016,229.81,27.59,296.62,212.8,0.8315,0.8315,3.8842,15.1327,0.0,0.6684
341,2040,220.98,0.44,255.76,93.58,0.7549,0.3775,13.6234,10.934,7.2641,0.2483
342,2016,231.7,27.12,297.88,210.62,0.6577,0.6577,3.9434,15.1137,0.0,0.5235
342,2040,221.11,11.11,252.13,94.25,0.3408,0.3408,13.4363,10.6904,18.559,0.2193
343,2016,232.49,26.94,298.26,209.52,0.8286,0.8286,3.9734,15.0853,0.0,0.6563
343,2040,218.72,4.92,252.38,95.52,0.7202,0.3601,13.1048,10.4628,9.4073,0.2365
344,2016,223.89,25.1,292.76,209.59,0.7227,0.7227,3.9556,14.3527,0.0,0.5749
344,2040,217.56,3.44,251.52,95.32,0.7676,0.3838,13.1507,10.376,0.0,0.2538
345,2016,235.9,24.98,303.55,204.8,0.645,0.645,4.1113,15.1877,138.6598,0.2839
345,2040,216.75,3.81,250.16,94.59,0.6895,0.3448,13.333,10.3326,166.7217,0.1131
346,2016,227.65,24.0,299.73,207.13,0.5381,0.5381,4.0329,14.7116,0.0,0.4222
346,2040,216.35,3.74,250.27,96.16,0.8032,0.4016,12.9363,10.1708,7.4994,0.2645
346,2042,189.76,36.31,209.39,81.84,0.3923,0.3923,17.5607,9.2704,0.0,0.2598
347,2016,240.53,24.2,309.57,201.32,0.603,0.603,4.2242,15.5362,143.1854,0.256
347,2040,215.36,3.8,249.33,96.5,0.8311,0.4155,12.8494,10.0395,0.0,0.2749
348,2016,248.0,23.36,314.26,196.48,0.8271,0.8271,4.3869,15.9271,150.8462,0.3327
348,2040,215.11,3.77,248.94,96.29,0.8311,0.4155,12.8991,10.0263,0.0,0.2749
349,2016,254.01,22.77,317.44,192.95,0.498,0.498,4.5132,16.2677,151.2052,0.1917
349,2040,214.81,2.57,249.08,96.65,0.8398,0.4199,12.8116,9.9843,0.0,0.2778
350,2016,257.4,22.85,319.1,192.56,0.7334,0.7334,4.534,16.5497,0.0,0.5244
350,2040,215.18,3.93,248.71,96.29,0.8115,0.4057,12.8987,10.0181,0.0,0.2684
351,2016,261.45,21.67,321.57,192.38,0.7378,0.7378,4.5506,16.9327,0.0,0.5254
351,2040,214.91,1.82,249.05,96.45,0.8613,0.4306,12.86,10.0067,0.0,0.2849
351,2042,188.33,36.56,210.49,88.1,0.2517,0.2517,15.1378,8.4304,6.4082,0.1664
352,2016,263.81,21.15,322.54,192.65,0.644,0.644,4.5473,17.1472,0.0,0.4587
352,2040,214.84,1.78,248.81,96.68,0.8042,0.4021,12.8039,9.9691,0.0,0.266
353,2016,267.0,20.32,325.23,193.37,0.5498,0.5498,4.5337,17.5377,0.0,0.3922
353,2040,214.33,1.4,248.13,96.7,0.7881,0.3941,12.7966,9.9062,0.0,0.2607
354,2040,213.83,1.17,247.3,96.78,0.7593,0.3796,12.7748,9.8308,0.0,0.2512
355,2040,212.94,0.62,246.06,96.7,0.752,0.376,12.7897,9.7305,0.0,0.2489
355,2016,268.96,20.0,326.29,192.87,0.6001,0.6001,4.5552,17.6939,0.0,0.4262
356,2040,212.99,0.47,245.79,96.8,0.8335,0.4168,12.7653,9.7098,0.0,0.2758
356,2016,270.06,19.49,327.05,193.96,0.8594,0.8594,4.5229,17.8603,0.0,0.6138
357,2040,212.68,0.37,244.95,96.5,0.7759,0.388,12.8352,9.6811,0.0,0.2568
357,2016,271.65,19.6,327.9,193.52,0.8677,0.8677,4.5415,17.9845,0.0,0.6174
358,2040,212.49,0.3,244.56,96.79,0.8198,0.4099,12.7644,9.6239,0.0,0.2713
358,2016,272.52,19.57,328.53,193.46,0.8555,0.8555,4.5461,18.0716,0.0,0.608
359,2040,211.57,1.76,243.08,97.17,0.8042,0.4021,12.6696,9.4673,22.8697,0.2557
359,2016,273.47,19.39,329.38,193.17,0.8477,0.8477,4.5588,18.1654,0.0,0.6009
360,2040,211.18,3.34,242.04,97.12,0.7959,0.398,12.6788,9.4015,0.0,0.2635
360,2016,274.53,20.08,330.43,193.08,0.8608,0.8608,4.5655,18.2878,0.0,0.6092
361,2040,209.54,1.37,241.13,97.7,0.7295,0.3648,12.5386,9.2187,17.5063,0.236
361,2016,275.94,20.74,332.0,193.43,0.8813,0.8813,4.5594,18.4833,0.0,0.6241
362,2040,208.21,3.49,240.08,100.67,0.6113,0.3056,11.8825,8.8068,8.6755,0.2014
362,2016,277.41,21.36,333.56,193.48,0.8667,0.8667,4.5633,18.6673,0.0,0.6131
363,2040,207.34,5.88,239.35,103.64,0.8076,0.8076,11.2904,8.4377,8.8041,0.5323
363,2016,278.42,21.33,334.76,193.14,0.877,0.877,4.5786,18.7838,0.0,0.6184
364,2040,206.9,5.62,239.24,104.71,0.854,0.854,11.0908,8.3074,8.9362,0.5629
364,2016,279.18,20.76,335.83,192.74,0.9028,0.9028,4.5952,18.8751,0.0,0.6344
365,2040,206.24,6.25,238.63,106.14,0.8174,0.8174,10.8337,8.1065,9.6389,0.5384
365,2016,280.33,19.81,337.37,192.5,0.8936,0.8936,4.6082,19.0256,0.0,0.6261
366,2040,205.31,6.66,237.65,107.21,0.7622,0.7622,10.6472,7.906,11.8529,0.5003
366,2016,281.45,18.72,338.74,191.03,0.8989,0.8989,4.6624,19.1101,0.0,0.6232
367,2040,204.29,6.11,236.52,107.68,0.7578,0.7578,10.5655,7.749,0.0,0.5029
367,2016,283.87,18.68,340.11,187.05,0.8721,0.8721,4.8088,19.1739,159.4576,0.2968
368,2040,204.36,5.61,236.43,107.0,0.8174,0.8174,10.6798,7.8123,170.9485,0.2699
368,2016,286.39,18.31,341.14,181.14,0.8535,0.8535,5.0373,19.1729,161.0239,0.2687
369,2040,204.84,6.38,236.73,106.98,0.7905,0.7905,10.6843,7.8548,0.0,0.5245
369,2016,288.23,17.81,342.37,178.22,0.8545,0.8545,5.1603,19.267,160.5125,0.2689
370,2040,205.19,4.95,237.85,107.13,0.8198,0.4099,10.6609,7.9177,0.0,0.272
370,2016,288.67,17.35,343.7,180.23,0.8901,0.8901,5.0833,19.4409,0.0,0.5765
371,2040,204.74,4.96,237.77,107.3,0.8472,0.4236,10.6314,7.8739,0.0,0.2811
371,2016,290.24,16.73,344.54,177.46,0.8882,0.8882,5.2006,19.5026,161.0983,0.2791
372,2040,203.95,4.87,237.29,107.16,0.8198,0.4099,10.6533,7.8206,0.0,0.272
372,2016,291.89,16.14,345.93,176.84,0.8496,0.8496,5.2331,19.6725,0.0,0.5499
373,2040,203.15,4.69,237.27,108.29,0.7993,0.3997,10.4643,7.6712,9.723,0.2633
373,2016,293.45,15.84,346.88,176.0,0.8779,0.8779,5.274,19.8037,0.0,0.568
374,2040,202.28,4.85,237.48,110.5,0.7578,0.3789,10.1139,7.4322,9.6128,0.2498
374,2016,294.52,15.83,347.39,175.74,0.8413,0.8413,5.2886,19.8942,0.0,0.5441
