view,frame_idx,shot_id,accepted,max_redund_score,epsilon_used
view1,160,0,0,0.9502,0.9291
view1,161,0,0,0.9441,0.9291
view1,162,0,0,0.9493,0.929
view1,163,0,0,0.9443,0.9289
view1,164,0,0,0.9324,0.9287
view1,165,0,1,0.9144,0.9282
view1,166,0,0,0.9914,0.9277
view1,167,0,0,0.9766,0.9258
view1,168,0,0,0.9839,0.9244
view1,169,0,0,0.9865,0.9235
view1,170,0,0,0.9853,0.923
view1,171,0,0,0.9818,0.9216
view1,172,0,0,0.9831,0.9204
view1,173,0,0,0.9826,0.9195
view1,174,0,0,0.9771,0.9185
view1,175,0,0,0.9798,0.9174
view1,176,0,0,0.973,0.9158
view1,177,0,0,0.9739,0.914
view1,178,0,0,0.9737,0.9127
view1,179,0,0,0.9717,0.9113
view1,180,0,0,0.9761,0.9103
view1,181,0,0,0.9775,0.9095
view1,182,0,0,0.9763,0.9085
view1,183,0,0,0.9788,0.9076
view1,184,0,0,0.9755,0.9064
view1,185,0,0,0.9763,0.9054
view1,186,0,0,0.9702,0.9047
view1,187,0,0,0.9673,0.9039
view1,188,0,0,0.9668,0.9028
view1,189,0,0,0.9647,0.9016
view1,190,0,0,0.9468,0.8993
view1,191,0,0,0.9556,0.8977
view1,192,0,0,0.9616,0.8964
view1,193,0,0,0.9579,0.8949
view1,194,0,0,0.9542,0.8937
view1,195,0,0,0.9467,0.8921
view1,196,0,0,0.9497,0.8904
view1,197,0,0,0.9466,0.8886
view1,198,0,0,0.9576,0.8878
view1,199,0,0,0.9586,0.8867
view1,200,0,0,0.9606,0.886
view1,201,0,0,0.9576,0.8853
view1,202,0,0,0.9629,0.8846
view1,203,0,0,0.9602,0.8839
view1,204,0,0,0.9553,0.8831
view1,205,0,0,0.9503,0.8818
view1,206,0,0,0.9325,0.8801
view1,207,0,0,0.9369,0.8786
view1,208,0,0,0.9383,0.8772
view1,209,0,0,0.926,0.875
view1,210,0,0,0.9131,0.8723
view1,211,0,0,0.9134,0.8699
view1,212,0,0,0.92,0.868
view1,213,0,0,0.921,0.8662
view1,214,0,0,0.9469,0.8653
view1,215,0,0,0.9509,0.8645
view1,216,0,0,0.931,0.863
view1,217,0,0,0.9358,0.8618
view1,218,0,0,0.9521,0.8611
view1,219,0,1,0.8583,0.8595
view1,220,0,0,0.9769,0.8584
view1,221,0,0,0.9507,0.8578
view1,222,0,0,0.9271,0.8574
view1,223,0,0,0.955,0.8569
view1,224,0,0,0.9503,0.8563
view1,225,0,0,0.9588,0.856
view1,226,0,0,0.9426,0.8554
view1,227,0,0,0.9463,0.8547
view1,228,0,0,0.9429,0.854
view1,229,0,0,0.9464,0.8532
view1,230,0,0,0.9415,0.8523
view1,231,0,0,0.9355,0.851
view1,232,0,0,0.9353,0.8498
view1,233,0,0,0.9488,0.8486
view1,234,0,0,0.9403,0.8477
view1,235,0,0,0.9307,0.8467
view1,236,0,0,0.93,0.8458
view1,237,0,0,0.9371,0.8451
view1,238,0,0,0.9572,0.8448
view1,239,0,0,0.958,0.8447
view1,240,0,0,0.9428,0.8444
view1,241,0,0,0.9463,0.8441
view1,242,0,0,0.9574,0.844
view1,243,0,0,0.9654,0.844
view1,244,0,0,0.9605,0.8439
view1,245,0,0,0.9613,0.8438
view1,246,0,0,0.9476,0.8436
view1,247,0,0,0.951,0.8434
view1,248,0,0,0.9499,0.8432
view1,249,0,0,0.9496,0.8429
view1,250,1,1,0.0,0.85
view1,251,1,0,0.9845,0.85
view1,252,1,0,0.9738,0.9738
view1,253,1,0,0.9713,0.9708
view1,254,1,0,0.9687,0.9686
view1,255,1,1,0.966,0.9665
view1,256,1,0,0.9897,0.966
view1,257,1,0,0.9735,0.962
view1,258,1,0,0.9726,0.9612
view1,259,1,0,0.9671,0.9529
view1,260,1,0,0.9622,0.9423
view1,261,1,0,0.9571,0.9361
view1,262,1,0,0.9472,0.9294
view1,263,1,0,0.9478,0.9222
view1,264,1,0,0.9521,0.9181
view1,265,1,0,0.9511,0.9167
view1,266,1,0,0.9303,0.9132
view1,267,1,0,0.9398,0.9116
view1,268,1,0,0.9358,0.9064
view1,269,1,0,0.9699,0.9078
view1,270,1,0,0.9774,0.9094
view1,271,1,0,0.9808,0.9109
view1,272,1,0,0.9759,0.9122
view1,273,1,0,0.9817,0.9136
view1,274,1,0,0.95,0.9121
view1,275,1,0,0.9758,0.9131
view1,276,1,0,0.9709,0.914
view1,277,1,0,0.976,0.9149
view1,278,1,0,0.9411,0.9128
view1,279,1,0,0.9725,0.9136
view1,280,1,0,0.9701,0.9142
view1,281,1,0,0.9655,0.9147
view1,282,1,0,0.9247,0.9126
view1,283,1,0,0.9624,0.9133
view1,284,1,0,0.9649,0.9138
view1,285,1,0,0.9602,0.9142
view1,286,1,0,0.9655,0.9147
view1,287,1,0,0.9616,0.9151
view1,288,1,0,0.9505,0.9152
view1,289,1,0,0.9472,0.9152
view1,290,1,0,0.9134,0.9124
view1,291,1,0,0.9184,0.9106
view1,292,1,0,0.9187,0.9083
view1,293,1,0,0.9137,0.9059
view1,294,1,0,0.951,0.9063
view1,295,1,0,0.9545,0.9067
view1,296,1,0,0.9558,0.9071
view1,297,1,0,0.905,0.9047
view1,298,1,0,0.9075,0.9026
view1,299,1,0,0.9159,0.9009
view1,300,1,0,0.9612,0.9014
view1,301,1,0,0.9329,0.9005
view1,302,1,0,0.9582,0.901
view1,303,1,0,0.9651,0.9015
view1,304,1,0,0.9322,0.901
view1,305,1,0,0.9351,0.9003
view1,306,1,0,0.9233,0.8992
view1,307,1,0,0.9302,0.8985
view1,308,1,0,0.9351,0.8979
view1,309,1,0,0.9291,0.8973
view1,310,1,0,0.9646,0.8978
view1,311,1,0,0.9319,0.8974
view1,312,1,0,0.928,0.8966
view1,313,1,0,0.9335,0.8961
view1,314,1,0,0.9648,0.8966
view1,315,1,0,0.9361,0.8963
view1,316,1,0,0.9228,0.8956
view1,317,1,0,0.9291,0.895
view1,318,1,0,0.9619,0.8954
view1,319,1,0,0.9616,0.8959
view1,320,1,0,0.9687,0.8963
view1,321,1,0,0.9273,0.8961
view1,322,1,0,0.9601,0.8964
view1,323,1,0,0.961,0.8968
view1,324,1,0,0.9589,0.8972
view1,325,1,0,0.9611,0.8976
view1,326,1,0,0.9642,0.8979
view1,327,1,0,0.966,0.8983
view1,328,1,0,0.9676,0.8987
view1,329,1,0,0.9643,0.899
view1,330,1,0,0.9561,0.8993
view1,331,1,0,0.9289,0.8985
view1,332,1,0,0.9183,0.8975
view1,333,1,0,0.9292,0.897
view1,334,1,0,0.9151,0.8962
view1,335,1,0,0.9192,0.8957
view1,336,1,0,0.9639,0.896
view1,337,1,0,0.9612,0.8963
view1,338,1,0,0.9469,0.8965
view1,339,1,0,0.9567,0.8968
view1,340,1,0,0.9526,0.897
view1,341,1,0,0.9551,0.8972
view1,342,1,0,0.9481,0.8974
view1,343,1,0,0.9533,0.8977
view1,344,1,0,0.9135,0.8968
view1,345,1,0,0.957,0.8971
view1,346,1,0,0.9488,0.8973
view1,347,1,0,0.9438,0.8973
view1,348,1,0,0.9436,0.8974
view1,349,1,0,0.9559,0.8976
view1,350,1,0,0.9497,0.8978
view1,351,1,0,0.9555,0.898
view1,352,1,0,0.9597,0.8982
view1,353,1,0,0.9626,0.8985
view1,354,1,0,0.9661,0.8988
view1,355,1,0,0.9612,0.899
view1,356,1,0,0.964,0.8993
view1,357,1,0,0.9631,0.8995
view1,358,1,0,0.9604,0.8998
view1,359,1,0,0.962,0.9
view1,360,1,0,0.9632,0.9003
view1,361,1,0,0.9568,0.9005
view1,362,1,0,0.9557,0.9008
view1,363,1,0,0.9619,0.901
view1,364,1,0,0.9598,0.9013
view1,365,1,0,0.9644,0.9016
view1,366,1,0,0.9639,0.9018
view1,367,1,0,0.9632,0.9021
view1,368,1,0,0.9486,0.9023
view1,369,1,0,0.9446,0.9024
view1,370,1,0,0.9378,0.9026
view1,371,1,0,0.9487,0.9028
view1,372,1,0,0.946,0.9029
view1,373,1,0,0.9387,0.9031
view1,374,1,0,0.9511,0.9033
view1,375,1,0,0.9505,0.9035
view1,376,1,0,0.939,0.9036
view1,377,1,0,0.9386,0.9037
view1,378,1,0,0.9335,0.9038
view1,379,1,0,0.9335,0.9039
view1,380,1,0,0.9371,0.904
view1,381,1,0,0.9332,0.9041
view1,382,1,0,0.9326,0.9042
view1,383,1,0,0.9439,0.9043
view1,384,1,0,0.9416,0.9045
view1,385,1,0,0.9446,0.9047
view1,386,1,0,0.9406,0.9048
view1,387,1,0,0.9435,0.905
view1,388,1,0,0.9477,0.9052
view1,389,1,0,0.9416,0.9053
view1,390,1,0,0.9454,0.9054
view1,391,1,0,0.9348,0.9055
view1,392,1,0,0.9339,0.9056
view1,393,1,0,0.9342,0.9057
view1,394,1,0,0.9383,0.9058
view1,395,1,0,0.9423,0.9059
view1,396,1,0,0.9419,0.9061
view1,397,1,0,0.9435,0.9062
view1,398,1,0,0.9419,0.9064
view1,399,1,0,0.9354,0.9064
view1,400,1,0,0.9415,0.9066
view1,401,1,0,0.9462,0.9067
view1,402,1,0,0.9537,0.9068
view1,403,1,0,0.9455,0.9069
view1,404,1,0,0.9572,0.9071
view1,405,1,0,0.9543,0.9072
view1,406,1,0,0.963,0.9074
view1,407,1,0,0.9542,0.9075
view1,408,1,0,0.9526,0.9077
view1,409,1,0,0.9519,0.9078
view1,410,1,0,0.946,0.9079
view1,411,1,0,0.9474,0.908
view1,412,1,0,0.9436,0.9081
view1,413,1,0,0.9444,0.9082
view1,414,1,0,0.9426,0.9083
view1,415,1,0,0.9433,0.9084
view1,416,1,0,0.9398,0.9085
view1,417,1,0,0.9287,0.9086
view1,418,1,0,0.9467,0.9087
view1,419,1,0,0.9444,0.9088
view1,420,1,0,0.939,0.9089
view1,421,1,0,0.9447,0.909
view1,422,1,0,0.9426,0.9091
view1,423,1,0,0.9389,0.9092
view1,424,1,0,0.9319,0.9093
view1,425,1,0,0.9345,0.9093
view1,426,1,0,0.9363,0.9094
view1,427,1,0,0.9414,0.9095
view1,428,1,0,0.9455,0.9096
view1,429,1,0,0.9355,0.9096
view1,430,1,0,0.934,0.9097
view1,431,1,0,0.9146,0.9095
view1,432,1,0,0.9186,0.9095
view1,433,1,0,0.9263,0.9095
view1,434,1,0,0.9368,0.9096
view1,435,1,0,0.9466,0.9097
view1,436,1,0,0.9342,0.9097
view1,437,1,0,0.9273,0.9098
view1,438,1,0,0.9416,0.9098
view1,439,1,0,0.9412,0.9099
view1,440,1,0,0.938,0.91
view1,441,1,0,0.9339,0.91
view1,442,1,0,0.9338,0.9101
view1,443,1,0,0.938,0.9101
view1,444,1,0,0.929,0.9102
view1,445,1,0,0.9434,0.9102
view1,446,1,0,0.9463,0.9103
view1,447,1,0,0.9448,0.9104
view1,448,1,0,0.9461,0.9105
view1,449,1,0,0.9493,0.9106
view1,450,1,0,0.9413,0.9107
view1,451,1,0,0.9431,0.9107
view1,452,1,0,0.9426,0.9108
view1,453,1,0,0.9596,0.9109
view1,454,1,0,0.9518,0.911
view1,455,1,0,0.9543,0.9111
view1,456,1,0,0.9568,0.9112
view1,457,1,0,0.9522,0.9113
view1,458,1,0,0.95,0.9114
view1,459,1,0,0.9566,0.9115
view1,460,1,0,0.9531,0.9116
view1,461,1,0,0.9454,0.9117
view1,462,1,0,0.9571,0.9118
view1,463,1,0,0.9489,0.9119
view1,464,1,0,0.9508,0.912
view1,465,1,0,0.9485,0.9121
view1,466,1,0,0.9511,0.9122
view1,467,1,0,0.9585,0.9123
view1,468,1,0,0.9574,0.9124
view1,469,1,0,0.9674,0.9125
view1,470,1,0,0.9708,0.9126
view1,471,1,0,0.9666,0.9127
view1,472,1,0,0.9698,0.9128
view1,473,1,0,0.9644,0.9129
view1,474,1,0,0.9648,0.913
view1,475,1,0,0.9619,0.9131
view1,476,1,0,0.9599,0.9132
view1,477,1,0,0.9634,0.9133
view1,478,1,0,0.9626,0.9134
view1,479,1,0,0.9542,0.9135
view1,480,1,0,0.9557,0.9136
view1,481,1,0,0.9629,0.9137
view1,482,1,0,0.9583,0.9138
view1,483,1,0,0.958,0.9138
view1,484,1,0,0.9453,0.9139
view1,485,1,0,0.9542,0.914
view1,486,1,0,0.9594,0.914
view1,487,1,0,0.947,0.9141
view1,488,1,0,0.9556,0.9141
view1,489,1,0,0.9599,0.9142
view1,490,1,0,0.9644,0.9143
view1,491,1,0,0.9529,0.9143
view1,492,1,1,0.9073,0.9136
view1,493,1,0,0.9814,0.9137
view1,494,1,0,0.9655,0.9138
view1,495,1,0,0.9528,0.9139
view1,496,1,0,0.9524,0.914
view1,497,1,0,0.9566,0.9141
view1,498,1,0,0.9611,0.9142
view1,499,1,0,0.9525,0.9144
view1,500,2,1,0.0,0.85
view1,501,2,0,0.9804,0.85
view1,502,2,0,0.9684,0.9684
view1,503,2,0,0.9693,0.9672
view1,504,2,0,0.9666,0.9658
view1,505,2,0,0.9645,0.9643
view1,506,2,1,0.9539,0.9594
view1,507,2,0,0.9888,0.9529
view1,508,2,0,0.9848,0.9468
view1,509,2,0,0.9772,0.9414
view1,510,2,0,0.9831,0.9406
view1,511,2,0,0.9799,0.9409
view1,512,2,0,0.972,0.9365
view1,513,2,0,0.9742,0.9346
view1,514,2,0,0.9768,0.9354
view1,515,2,0,0.9682,0.9334
view1,516,2,0,0.9681,0.932
view1,517,2,0,0.9699,0.9314
view1,518,2,0,0.9666,0.9306
view1,519,2,0,0.9669,0.9305
view1,520,2,0,0.9578,0.9284
view1,521,2,0,0.9647,0.9282
view1,522,2,0,0.9662,0.928
view1,523,2,0,0.9708,0.9278
view1,524,2,0,0.9685,0.9274
view1,525,2,0,0.968,0.9273
view1,526,2,0,0.9748,0.9274
view1,527,2,0,0.9719,0.927
view1,528,2,0,0.9699,0.926
view1,529,2,0,0.9704,0.9261
view1,530,2,0,0.9651,0.9241
view1,531,2,0,0.9689,0.9229
view1,532,2,0,0.9673,0.9215
view1,533,2,0,0.9589,0.9188
view1,534,2,0,0.965,0.9168
view1,535,2,0,0.961,0.9144
view1,536,2,0,0.9647,0.9132
view1,537,2,0,0.9575,0.9116
view1,538,2,0,0.9667,0.9106
view1,539,2,0,0.9459,0.9074
view1,540,2,0,0.9563,0.9063
view1,541,2,0,0.9638,0.9059
view1,542,2,0,0.9648,0.9056
view1,543,2,0,0.9582,0.904
view1,544,2,0,0.9533,0.9025
view1,545,2,0,0.9526,0.9012
view1,546,2,0,0.9544,0.9
view1,547,2,0,0.9524,0.899
view1,548,2,0,0.9577,0.8983
view1,549,2,0,0.9563,0.8979
view1,550,2,0,0.9618,0.8975
view1,551,2,0,0.9533,0.8963
view1,552,2,0,0.9507,0.8954
view1,553,2,0,0.9543,0.8948
view1,554,2,0,0.961,0.8949
view1,555,2,0,0.955,0.8945
view1,556,2,0,0.9453,0.8935
view1,557,2,0,0.9523,0.893
view1,558,2,0,0.9524,0.8923
view1,559,2,0,0.9417,0.8913
view1,560,2,0,0.9429,0.8905
view1,561,2,0,0.9374,0.8895
view1,562,2,0,0.9389,0.8882
view1,563,2,0,0.9342,0.8869
view1,564,2,0,0.939,0.8861
view1,565,2,0,0.9341,0.8848
view1,566,2,0,0.9424,0.8838
view1,567,2,0,0.9356,0.8825
view1,568,2,0,0.9323,0.881
view1,569,2,0,0.9456,0.8805
view1,570,2,0,0.9474,0.8801
view1,571,2,0,0.939,0.8793
view1,572,2,0,0.9412,0.8786
view1,573,2,0,0.9406,0.878
view1,574,2,0,0.9292,0.8768
view1,575,2,0,0.9323,0.8758
view1,576,2,1,0.8595,0.874
view1,577,2,0,0.9615,0.8725
view1,578,2,0,0.9638,0.8711
view1,579,2,0,0.957,0.8697
view1,580,2,0,0.9519,0.8683
view1,581,2,0,0.9311,0.8659
view1,582,2,0,0.8933,0.8622
view1,583,2,0,0.9222,0.8595
view1,584,2,0,0.9319,0.8577
view1,585,2,0,0.9134,0.8552
view1,586,2,0,0.9061,0.8522
view1,587,2,0,0.8751,0.8479
view1,588,2,0,0.897,0.8458
view1,589,2,0,0.8909,0.8433
view1,590,2,0,0.8879,0.8408
view1,591,2,0,0.8873,0.8383
view1,592,2,0,0.8965,0.8365
view1,593,2,0,0.8972,0.8349
view1,594,2,0,0.8826,0.8324
view1,595,2,0,0.8904,0.8305
view1,596,2,0,0.8806,0.8281
view1,597,2,0,0.8767,0.8255
view1,598,2,0,0.8554,0.8219
view1,599,2,0,0.8539,0.8182
view1,600,2,0,0.8674,0.8155
view1,601,2,0,0.876,0.8132
view1,602,2,0,0.8755,0.811
view1,603,2,0,0.8752,0.8091
view1,604,2,0,0.8926,0.8081
view1,605,2,0,0.8943,0.8073
view1,606,2,0,0.8989,0.8064
view1,607,2,0,0.8979,0.8055
view1,608,2,0,0.9083,0.805
view1,609,2,0,0.9051,0.8046
view1,610,2,0,0.9164,0.8045
view1,611,2,0,0.9337,0.8049
view1,612,2,0,0.9232,0.8049
view1,613,2,0,0.9206,0.8048
view1,614,2,0,0.9148,0.8046
view1,615,2,0,0.9247,0.8047
view1,616,2,0,0.9132,0.8044
view1,617,2,0,0.9351,0.8047
view1,618,2,0,0.9384,0.805
view1,619,2,0,0.926,0.805
view1,620,2,0,0.9216,0.805
view1,621,2,0,0.9256,0.8051
view1,622,2,0,0.9298,0.8053
view1,623,2,0,0.9269,0.8054
view1,624,2,0,0.9481,0.8058
view1,625,2,0,0.9402,0.8061
view1,626,2,0,0.9509,0.8064
view1,627,2,0,0.9441,0.8067
view1,628,2,0,0.9338,0.8068
view1,629,2,0,0.9389,0.807
view1,630,2,0,0.944,0.8072
view1,631,2,0,0.9447,0.8073
view1,632,2,0,0.9406,0.8076
view1,633,2,0,0.9488,0.8078
view1,634,2,0,0.9535,0.8081
view1,635,2,0,0.9535,0.8084
view1,636,2,0,0.9412,0.8086
view1,637,2,0,0.9473,0.8089
view1,638,2,0,0.9485,0.8092
view1,639,2,0,0.951,0.8095
view1,640,2,0,0.9424,0.8097
view1,641,2,0,0.9438,0.81
view1,642,2,0,0.951,0.8101
view1,643,2,0,0.9491,0.8104
view1,644,2,0,0.949,0.8106
view1,645,2,0,0.9439,0.8108
view1,646,2,0,0.9447,0.8109
view1,647,2,0,0.9454,0.8111
view1,648,2,0,0.9459,0.8113
view1,649,2,0,0.9419,0.8115
view1,650,2,0,0.9386,0.8116
view1,651,2,0,0.937,0.8118
view1,652,2,0,0.9331,0.8119
view1,653,2,0,0.941,0.8121
view1,654,2,0,0.9463,0.8123
view1,655,2,0,0.9318,0.8124
view1,656,2,0,0.9388,0.8125
view1,657,2,0,0.9432,0.8127
view1,658,2,0,0.946,0.8128
view1,659,2,0,0.9356,0.8129
view1,660,2,0,0.9237,0.8129
view1,661,2,0,0.9135,0.8127
view1,662,2,0,0.9176,0.8125
view1,663,2,0,0.9363,0.8126
view1,664,2,0,0.9335,0.8126
view1,665,2,0,0.9266,0.8125
view1,666,2,0,0.932,0.8126
view1,667,2,0,0.9231,0.8125
view1,668,2,0,0.9065,0.8122
view1,669,2,0,0.8947,0.8117
view1,670,2,0,0.9016,0.8115
view1,671,2,0,0.9129,0.8113
view1,672,2,0,0.9148,0.8111
view1,673,2,0,0.9211,0.8109
view1,674,2,0,0.919,0.8107
view1,675,2,0,0.9151,0.8106
view1,676,2,0,0.9201,0.8106
view1,677,2,0,0.9138,0.8105
view1,678,2,0,0.9134,0.8103
view1,679,2,0,0.9272,0.8102
view1,680,2,0,0.9122,0.81
view1,681,2,0,0.8935,0.8094
view1,682,2,0,0.911,0.809
view1,683,2,0,0.9204,0.8088
view1,684,2,0,0.9264,0.8087
view1,685,2,0,0.9162,0.8085
view1,686,2,0,0.9225,0.8084
view1,687,2,0,0.9149,0.8083
view1,688,2,0,0.9062,0.8079
view1,689,2,0,0.9149,0.8076
view1,690,2,0,0.9167,0.8074
view1,691,2,0,0.9188,0.8072
view1,692,2,0,0.9179,0.807
view1,693,2,0,0.9254,0.8068
view1,694,2,0,0.938,0.8069
view1,695,2,0,0.9267,0.8068
view1,696,2,0,0.9096,0.8065
view1,697,2,0,0.9289,0.8065
view1,698,2,0,0.9316,0.8065
view1,699,2,0,0.9437,0.8066
view1,700,2,0,0.9341,0.8067
view1,701,2,0,0.935,0.8068
view1,702,2,0,0.9438,0.8069
view1,703,2,0,0.9469,0.8071
view1,704,2,0,0.9402,0.8073
view1,705,2,0,0.9491,0.8075
view1,706,2,0,0.9563,0.8077
view1,707,2,0,0.9466,0.8078
view1,708,2,0,0.9454,0.8079
view1,709,2,0,0.9609,0.8082
view1,710,2,0,0.9606,0.8084
view1,711,2,0,0.9636,0.8087
view1,712,2,0,0.963,0.809
view1,713,2,0,0.9543,0.8092
view1,714,2,0,0.9626,0.8095
view1,715,2,0,0.9589,0.8097
view1,716,2,0,0.961,0.8099
view1,717,2,0,0.9566,0.8101
view1,718,2,0,0.9611,0.8104
view1,719,2,0,0.96,0.8106
view1,720,2,0,0.9589,0.8108
view1,721,2,0,0.9643,0.811
view1,722,2,0,0.9578,0.8112
view1,723,2,0,0.935,0.8111
view1,724,2,0,0.9466,0.8113
view1,725,2,0,0.9382,0.8113
view1,726,2,0,0.9485,0.8114
view1,727,2,0,0.967,0.8116
view1,728,2,0,0.9595,0.8116
view1,729,2,0,0.9668,0.8118
view1,730,2,0,0.9732,0.8119
view1,731,2,0,0.9709,0.8121
view1,732,2,0,0.9716,0.8123
view1,733,2,0,0.9673,0.8124
view1,734,2,0,0.9689,0.8126
view1,735,2,0,0.9707,0.8127
view1,736,2,0,0.972,0.8129
view1,737,2,0,0.9702,0.813
view1,738,2,0,0.9679,0.8132
view1,739,2,0,0.9593,0.8132
view1,740,2,0,0.966,0.8132
view1,741,2,0,0.9645,0.8134
